Sample Name,S Parameter,S Uncertainty,Left W Parameter,Left W Uncertainty,Right W Parameter,Right W Uncertainty,
ANi_atm_20260512_160544.csv,0,0,0,0,0,0,
ANi_atm_20260514_170729.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260512_171241.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260512_174735.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260512_182234.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260512_185722.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260512_193216.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260512_200709.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260512_204127.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260512_210524.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260512_211059.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260512_214437.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260512_221840.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260512_225245.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260512_232647.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_000047.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_003443.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_010839.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_014237.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_021628.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_025025.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_032415.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_035811.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_043204.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_050559.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_053956.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_061350.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_064739.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_072133.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_075523.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_082916.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_090304.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_093657.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_101053.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_104449.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_111844.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_115244.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_122636.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_130029.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_133430.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_140825.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_144219.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_151614.csv,0,0,0,0,0,0,
T1T2_VacHeat_20260513_155013.csv,0,0,0,0,0,0,
