Sample Name,S Parameter,S Uncertainty,Left W Parameter,Left W Uncertainty,Right W Parameter,Right W Uncertainty,
ANA__20260602_153217.csv,0.4976169146221014,0.0008886386631705548,0,0,0,0,
H1H2_Heat_20260603_150949.csv,0.5616649547322901,0.0010257976419250905,0,0,0,0,
H1H2_Heat_20260603_153932.csv,0.5593624419056488,0.0010211819396283937,0,0,0,0,
H1H2_Heat_20260603_160909.csv,0.5583937968913828,0.0010193609635460203,0,0,0,0,
H1H2_Heat_20260603_163849.csv,0.559429915088705,0.0010216089931660943,0,0,0,0,
H1H2_Heat_20260603_170830.csv,0.5595755566790146,0.0010219145979516024,0,0,0,0,
H1H2_Heat_20260603_173808.csv,0.5596992143615279,0.0010223112461997493,0,0,0,0,
H1H2_Heat_20260603_180746.csv,0.5594894383645749,0.0010216312527629805,0,0,0,0,
H1H2_Heat_20260603_183728.csv,0.5591860024569608,0.0010211565602395352,0,0,0,0,
H1H2_Heat_20260603_190708.csv,0.5591119899754948,0.0010206849558494968,0,0,0,0,
H1H2_Heat_20260603_193646.csv,0.5603443478589227,0.0010231532889521805,0,0,0,0,
H1H2_Heat_20260603_200630.csv,0.5585173778080028,0.001019515394170372,0,0,0,0,
H1H2_Heat_20260603_203606.csv,0.5609704681207457,0.0010244384168831937,0,0,0,0,
H1H2_Heat_20260603_210549.csv,0.5603218211232656,0.0010230758342095001,0,0,0,0,
H1H2_Heat_20260603_213527.csv,0.5592642132853958,0.0010211446745113889,0,0,0,0,
H1H2_Heat_20260603_220504.csv,0.5599610190028944,0.001022267907708078,0,0,0,0,
H1H2_Heat_20260603_223440.csv,0.5611925763996444,0.0010253175989109406,0,0,0,0,
H1H2_Heat_20260603_230402.csv,0.5649176962585601,0.0010333263868944958,0,0,0,0,
H1H2_Heat_20260603_233253.csv,0.5736469889237872,0.0010513717889949537,0,0,0,0,
H1H2_Heat_20260604_000127.csv,0.5810618182277998,0.0010670128781981845,0,0,0,0,
H1H2_Heat_20260604_002946.csv,0.5860218747530438,0.0010777971510262554,0,0,0,0,
H1H2_Heat_20260604_005801.csv,0.5889337006837156,0.0010837000565384045,0,0,0,0,
H1H2_Heat_20260604_012622.csv,0.5866333579521172,0.0010791787849803666,0,0,0,0,
H1H2_Heat_20260604_015446.csv,0.584214049618899,0.0010739146036314196,0,0,0,0,
H1H2_Heat_20260604_022312.csv,0.5835188190852506,0.0010725601179941834,0,0,0,0,
H1H2_Heat_20260604_025140.csv,0.5832927046846423,0.0010719792623416998,0,0,0,0,
H1H2_Heat_20260604_032012.csv,0.5833173096790825,0.0010719720887770782,0,0,0,0,
H1H2_Heat_20260604_034841.csv,0.582653420742498,0.0010704823740131284,0,0,0,0,
H1H2_Heat_20260604_041713.csv,0.582370474906827,0.00107032519372389,0,0,0,0,
H1H2_Heat_20260604_044543.csv,0.5827111530684927,0.0010709818192309937,0,0,0,0,
H1H2_Heat_20260604_051420.csv,0.5819405593702264,0.0010691144835420327,0,0,0,0,
H1H2_Heat_20260604_054258.csv,0.581263416909832,0.0010680874532063825,0,0,0,0,
H1H2_Heat_20260604_061123.csv,0.5829352265054925,0.001071646396838376,0,0,0,0,
H1H2_Heat_20260604_063955.csv,0.5816992390857045,0.0010687066330086284,0,0,0,0,
H1H2_Heat_20260604_070825.csv,0.5820755271453089,0.001069384689475706,0,0,0,0,
H1H2_Heat_20260604_073656.csv,0.5832384383883323,0.0010719747636360947,0,0,0,0,
H1H2_Heat_20260604_080533.csv,0.582051808641342,0.0010694562083152566,0,0,0,0,
H1H2_Heat_20260604_083408.csv,0.5824487144050521,0.0010703280822140387,0,0,0,0,
H1H2_Heat_20260604_090241.csv,0.581893400754805,0.0010691834621424296,0,0,0,0,
H1H2_Heat_20260604_093113.csv,0.581918651713753,0.0010693544287973913,0,0,0,0,
H1H2_Heat_20260604_095943.csv,0.5817742126570972,0.001068861798650605,0,0,0,0,
H1H2_Heat_20260604_102820.csv,0.5817885289023967,0.0010690315522659207,0,0,0,0,
H1H2_Heat_20260604_105650.csv,0.581931812578812,0.001068973409280366,0,0,0,0,
H1H2_Heat_20260604_112524.csv,0.5822898581488302,0.0010700080134894987,0,0,0,0,
H1H2_Heat_20260604_115401.csv,0.5819855700465335,0.0010691101016904803,0,0,0,0,
H1H2_Heat_20260604_122233.csv,0.5818802008813302,0.0010690207008392577,0,0,0,0,
H1H2_Heat_20260604_125106.csv,0.5816330775169459,0.0010685083675935378,0,0,0,0,
H1H2_Heat_20260604_131943.csv,0.5808823001636573,0.0010671148139200046,0,0,0,0,
H1H2_Heat_20260604_134815.csv,0.5821619232785743,0.001069528539696259,0,0,0,0,
H1H2_Heat_20260604_141648.csv,0.582002595510865,0.001069212219408541,0,0,0,0,
H1H2_Heat_20260604_144527.csv,0.5814048317484293,0.0010677684744439934,0,0,0,0,
H1H2_Heat_20260604_151405.csv,0.5815114432743258,0.0010681843853089907,0,0,0,0,
H1H2_Heat_20260604_154242.csv,0.5817707766151751,0.0010691706311232777,0,0,0,0,
H1H2_Heat_20260604_161117.csv,0.581261377088003,0.0010677946544722901,0,0,0,0,
H1H2_Heat_20260604_163955.csv,0.5805914429988698,0.001066436505898692,0,0,0,0,
H1H2_Heat_20260604_170832.csv,0.5809625124826918,0.0010672543326688026,0,0,0,0,
H1H2_Heat_20260604_173704.csv,0.5816658386634834,0.0010688817996346543,0,0,0,0,
H1H2_Heat_20260604_180540.csv,0.5813085572777948,0.0010678722884841624,0,0,0,0,
H1H2_Heat_20260604_183420.csv,0.5797725577548999,0.0010646198804068968,0,0,0,0,
H1H2_Heat_20260604_190258.csv,0.5807738896406396,0.0010665910518987724,0,0,0,0,
H1H2_Heat_20260604_193135.csv,0.5807867057609366,0.0010667012621637373,0,0,0,0,
H1H2_Heat_20260604_200011.csv,0.5810598523313663,0.0010675124878487558,0,0,0,0,
H1H2_Heat_20260604_202849.csv,0.5813532177213594,0.0010680253234849435,0,0,0,0,
H1H2_Heat_20260604_205724.csv,0.5811030517859737,0.0010675861115744612,0,0,0,0,
H1H2_Heat_20260604_212604.csv,0.580865225736241,0.0010670520626043743,0,0,0,0,
H1H2_Heat_20260604_215445.csv,0.5819575140864521,0.0010692580714344862,0,0,0,0,
H1H2_Heat_20260604_222325.csv,0.5814400589547453,0.0010683273589253812,0,0,0,0,
H1H2_Heat_20260604_225200.csv,0.5808463117391363,0.0010666587676900884,0,0,0,0,
H1H2_Heat_20260604_232039.csv,0.5816091425493276,0.0010681256234977413,0,0,0,0,
H1H2_Heat_20260604_234917.csv,0.5813153039917808,0.0010679574953335413,0,0,0,0,
H1H2_Heat_20260605_001752.csv,0.5817073261959825,0.001068824923718689,0,0,0,0,
H1H2_Heat_20260605_004630.csv,0.5815961029774414,0.001068605118250918,0,0,0,0,
H1H2_Heat_20260605_011508.csv,0.5806111750062584,0.0010662639738543982,0,0,0,0,
H1H2_Heat_20260605_014344.csv,0.5806925122266509,0.0010665298452902814,0,0,0,0,
H1H2_Heat_20260605_021224.csv,0.5800720096259305,0.0010655675496785669,0,0,0,0,
H1H2_Heat_20260605_024104.csv,0.5801779503275422,0.001065458802972046,0,0,0,0,
H1H2_Heat_20260605_030944.csv,0.5807675779707648,0.0010665730752814307,0,0,0,0,
H1H2_Heat_20260605_033828.csv,0.5805190920141887,0.0010661552988363492,0,0,0,0,
H1H2_Heat_20260605_040705.csv,0.5807046478540036,0.0010668434014374907,0,0,0,0,
H1H2_Heat_20260605_043537.csv,0.5814555648761341,0.0010685759881107273,0,0,0,0,
H1H2_Heat_20260605_050414.csv,0.5802214196404357,0.0010653797450454468,0,0,0,0,
H1H2_Heat_20260605_053249.csv,0.5807529968632797,0.0010668566595716537,0,0,0,0,
H1H2_Heat_20260605_060128.csv,0.5802953884985468,0.0010656231053284594,0,0,0,0,
H1H2_Heat_20260605_063010.csv,0.5804390883383678,0.0010663594981046942,0,0,0,0,
H1H2_Heat_20260605_065847.csv,0.5813163869769566,0.001068040482212774,0,0,0,0,
H1H2_Heat_20260605_072723.csv,0.5809181573360497,0.0010671144323641296,0,0,0,0,
H1H2_Heat_20260605_075605.csv,0.5801096846538594,0.0010652332392142513,0,0,0,0,
H1H2_Heat_20260605_082438.csv,0.5808300876462491,0.0010668757779282668,0,0,0,0,
H1H2_Heat_20260605_085322.csv,0.5799120350911644,0.001064738461637219,0,0,0,0,
H1H2_Heat_20260605_092206.csv,0.5795468394937711,0.001064356403134478,0,0,0,0,
H1H2_Heat_20260605_095050.csv,0.5785812073467198,0.0010618158085088651,0,0,0,0,
H1H2_Heat_20260605_101936.csv,0.5782838774011076,0.0010613813915775908,0,0,0,0,
H1H2_Heat_20260605_104828.csv,0.5766792535773514,0.0010580491686951968,0,0,0,0,
H1H2_Heat_20260605_111721.csv,0.5767415337146807,0.0010577010113900218,0,0,0,0,
H1H2_Heat_20260605_114608.csv,0.576727675655136,0.0010578722433466398,0,0,0,0,
H1H2_Heat_20260605_121458.csv,0.5758143818480983,0.0010556673213899422,0,0,0,0,
H1H2_Heat_20260605_124346.csv,0.5762531110858603,0.0010566745515727294,0,0,0,0,
H1H2_Heat_20260605_131233.csv,0.577118578811264,0.0010587423647871752,0,0,0,0,
H1H2_Heat_20260605_134117.csv,0.5755116183785808,0.0010550361662844596,0,0,0,0,
H1H2_Heat_20260605_141012.csv,0.5746973125045723,0.0010533887522534337,0,0,0,0,
H1H2_Heat_20260605_143904.csv,0.5752035772454032,0.0010546153720250035,0,0,0,0,
