Sample Name,S Parameter,S Uncertainty,Left W Parameter,Left W Uncertainty,Right W Parameter,Right W Uncertainty,
H2_atmo_20260616_232750.csv,0.5383705741000301,0.0009727679629532144,0,0,0,0,
H2_atmo_20260616_234004.csv,0.5384377749595312,0.000972854194046976,0,0,0,0,
H2_atmo_20260616_235221.csv,0.5377726179478441,0.000971380220481427,0,0,0,0,
H2_atmo_20260617_000436.csv,0.5383027634431716,0.0009723460673619545,0,0,0,0,
H2_atmo_20260617_001651.csv,0.537912488051648,0.0009718711685477523,0,0,0,0,
H2_atmo_20260617_002905.csv,0.538264372162151,0.0009723531238572659,0,0,0,0,
H2_atmo_20260617_004120.csv,0.5388508598875236,0.0009737296004923171,0,0,0,0,
H2_atmo_20260617_005334.csv,0.5382161102277837,0.0009721047829802805,0,0,0,0,
H2_atmo_20260617_005407.csv,nan,nan,0,0,0,0,
H2_atmo_20260617_010614.csv,0.5388267866737397,0.0009736223675121985,0,0,0,0,
H2_atmo_20260617_011830.csv,0.5382732347504476,0.0009723156657071167,0,0,0,0,
H2_atmo_20260617_011904.csv,nan,nan,0,0,0,0,
