Sample Name,S Parameter,S Uncertainty,Left W Parameter,Left W Uncertainty,Right W Parameter,Right W Uncertainty,
H1_atmo_20260616_160226.csv,0.5332930212106773,0.0009622362652245627,0,0,0,0,
H1_atmo_20260616_161350.csv,0.5338132139352503,0.0009631215776143041,0,0,0,0,
H1_atmo_20260616_162515.csv,0.5338200005859418,0.0009632171154356627,0,0,0,0,
H1_atmo_20260616_174611.csv,0.533266457703603,0.0009618657723941172,0,0,0,0,
H1_atmo_20260616_173442.csv,0.5328124960726872,0.0009611518967403539,0,0,0,0,
H1_atmo_20260616_172319.csv,nan,nan,0,0,0,0,
H1_atmo_20260616_172246.csv,0.533987608997259,0.000963632466106989,0,0,0,0,
H1_atmo_20260616_163641.csv,0.5337527946022127,0.0009633438586365514,0,0,0,0,
H1_atmo_20260616_164803.csv,0.5343792872128456,0.0009644544994005328,0,0,0,0,
H1_atmo_20260616_165927.csv,0.5341560591756872,0.0009639143665305743,0,0,0,0,
H1_atmo_20260616_171057.csv,0.533474474967074,0.0009625219189434314,0,0,0,0,
H1_atmo_20260616_171131.csv,nan,nan,0,0,0,0,
